object_id,scene_id,date,lon,lat,old_class,ais_matched,ais_matched_raw,ais_match_quality,on_land,water_fraction,distance_to_land_m,major_m,minor_m,area_m2,aspect_ratio,confidence,vv_target_p95_db,vh_target_p95_db,vv_background_median_db,vh_background_median_db,vv_contrast_db,vh_contrast_db,combined_contrast_db,vv_minus_vh_peak_db,temporal_cluster_id,n_dates_detected,detection_persistence,bright_persistence,position_std_m,ts_median_contrast_db,ts_mad_contrast_db,ts_relative_mad,temporal_spike_db,geometry_plausible,vessel_score,final_class_3,classification_reason,review_flag
6596,S10_20250621,S10_20250621,103.71153753698732,1.2231809373301394,AIS_MATCHED_VESSEL,True,True,MODERATE,False,1.0,1684.5439844591074,155.31304635582384,89.88988198814805,8111.5007855181375,1.727814553992871,0.2861000001430511,4.9140625,-3.38671875,-18.453125,-25.984375,23.3671875,22.59765625,23.3671875,8.30078125,4947,1,0.05555555555555555,0.16666666666666666,0.0,2.796875,1.078125,0.2839506172839506,20.5703125,True,0.9819732211207493,AIS_SUPPORTED_VESSEL,AIS match,False
6597,S10_20250621,S10_20250621,103.85407199349407,1.2232177196427063,AIS_MATCHED_VESSEL,True,True,MODERATE,False,0.79375,135.68093791163696,1183.720296143236,477.6657612311267,268417.40464510256,2.478135115006648,0.2756103277206421,-8.46875,-14.0234375,-10.3515625,-16.265625,1.8828125,2.2421875,2.2421875,5.5546875,1035,8,0.4444444444444444,0.0,28.018054033077544,4.193359375,0.7109375,0.13689356901090635,-1.951171875,False,0.12727971090895812,AIS_SUPPORTED_VESSEL,AIS match,False
6598,S10_20250621,S10_20250621,103.57145927281712,1.2232364178582138,UNCERTAIN,False,False,NONE,False,1.0,7817.216214400367,364.1915359930621,220.250114484273,51319.59124451064,1.653536193821444,0.851252555847168,7.9140625,-0.03369140625,-3.560546875,-9.890625,11.474609375,9.85693359375,11.474609375,7.94775390625,4948,1,0.05555555555555555,0.16666666666666666,0.0,3.046875,0.65625,0.16216216216216217,8.427734375,False,0.917734330347351,NON_AIS_SUPPORTED_VESSEL,vessel score >= calibrated threshold (0.40),False
6599,S10_20250621,S10_20250621,103.73168004672392,1.223457629698366,AIS_MATCHED_VESSEL,True,True,MODERATE,False,1.0,971.906767111434,104.23207188847236,100.77298833134344,7705.80330448385,1.0343255034350611,0.3818109631538391,6.1171875,-2.380859375,-18.078125,-25.96875,24.1953125,23.587890625,24.1953125,8.498046875,4949,1,0.05555555555555555,0.16666666666666666,0.0,2.703125,0.6953125,0.1877637130801688,21.4921875,True,0.9797427337981809,AIS_SUPPORTED_VESSEL,AIS match,False
6600,S10_20250621,S10_20250621,103.6235732390673,1.223618446795567,AIS_MATCHED_VESSEL,True,True,MODERATE,False,1.0,9575.055615397334,414.49408367017935,255.31729534010125,63683.5012357523,1.6234469471331467,0.6801954507827759,0.1785888671875,-8.28125,-5.6484375,-14.0625,5.8270263671875,5.78125,5.8270263671875,8.4598388671875,392,10,0.5555555555555556,0.0,24.022928419711604,3.3330078125,0.78271484375,0.18064007212080235,2.4940185546875,False,0.801768660662758,AIS_SUPPORTED_VESSEL,AIS match,False
6601,S10_20250621,S10_20250621,103.86021250987244,1.2237109076609316,STATIC_MARITIME_OBJECT,False,False,NONE,False,0.98125,217.21115676204383,660.6809059121031,223.8142372109312,72983.25725791219,2.9519163487774547,0.5556089878082275,-8.3203125,-12.3515625,-13.609375,-19.734375,5.2890625,7.3828125,7.3828125,4.03125,393,6,0.3333333333333333,0.0,8.32669985710087,6.30859375,1.28515625,0.17584179583110637,1.07421875,False,0.5466729996172288,NON_AIS_SUPPORTED_VESSEL,vessel score >= calibrated threshold (0.40),False
6602,S10_20250621,S10_20250621,104.07855339301643,1.2238155254827836,UNCERTAIN,False,False,NONE,False,1.0,1769.5791807299042,121.54619984957148,40.05823903414179,4052.778491666246,3.034237220112876,0.4364316761493683,-4.94921875,-23.453125,-21.609375,-28.609375,16.66015625,5.15625,16.66015625,18.50390625,4950,1,0.05555555555555555,0.05555555555555555,0.0,3.140625,0.7265625,0.17547169811320754,13.51953125,True,0.7880418926061689,NON_AIS_SUPPORTED_VESSEL,vessel score >= calibrated threshold (0.40),False
6603,S10_20250621,S10_20250621,103.5613949550031,1.2238255184240776,NON_AIS_LIKELY_VESSEL,False,False,NONE,False,1.0,6963.967776266594,423.1722923631593,139.77779163073745,37526.50728644336,3.027464430695032,0.8643555045127869,2.44140625,-3.318359375,-14.640625,-19.890625,17.08203125,16.572265625,17.08203125,5.759765625,4951,1,0.05555555555555555,0.1111111111111111,0.0,3.203125,0.3359375,0.07992565055762081,13.87890625,True,0.9659739531933972,NON_AIS_SUPPORTED_VESSEL,vessel score >= calibrated threshold (0.40),False
6604,S10_20250621,S10_20250621,103.7194763659466,1.2240064667736044,AIS_MATCHED_VESSEL,True,True,HIGH,False,1.0,1137.3287892673377,168.62883979276896,115.05552131132364,11356.026692617708,1.465630139873806,0.7310779094696045,11.296875,-2.279296875,-18.078125,-25.984375,29.375,23.705078125,29.375,13.576171875,1038,2,0.1111111111111111,0.2777777777777778,14.16125803157478,3.7109375,1.0625,0.22553897180762852,25.6640625,True,0.9955850320949146,AIS_SUPPORTED_VESSEL,AIS match,False
6605,S10_20250621,S10_20250621,103.62789764237483,1.2245761083468765,AIS_MATCHED_VESSEL,True,True,MODERATE,False,1.0,9104.203969650876,100.06420823576248,81.05963059904373,6490.012435468323,1.2344518164747589,0.6830509901046753,-2.7265625,-10.3984375,-18.625,-24.390625,15.8984375,13.9921875,15.8984375,7.671875,4952,6,0.3333333333333333,0.5555555555555556,21.66889955672852,20.095703125,11.189453125,0.5304138505693917,-4.197265625,True,0.9918080822063686,AIS_SUPPORTED_VESSEL,AIS match,False
6606,S10_20250621,S10_20250621,103.6741374470094,1.22473631422008,AIS_MATCHED_VESSEL,True,True,HIGH,False,1.0,5284.9578671543,739.9644395760156,517.1267625740625,131410.17764534464,1.4309149963400676,0.7651607394218445,1.6640625,-1.8447265625,-5.0390625,-11.328125,6.703125,9.4833984375,9.4833984375,3.5087890625,400,13,0.7222222222222222,0.05555555555555555,17.864421019299165,8.7958984375,0.37646484375,0.03843086432060612,0.6875,False,0.6339356640188333,AIS_SUPPORTED_VESSEL,AIS match,False
6607,S10_20250621,S10_20250621,103.81613349569614,1.2249667431036644,AIS_MATCHED_VESSEL,True,True,MODERATE,False,1.0,1770.9997927768588,221.53205963063743,124.0701303093484,19057.32909805785,1.785539026019267,0.7887092232704163,9.890625,2.244140625,-13.8515625,-19.90625,23.7421875,22.150390625,23.7421875,7.646484375,4953,1,0.05555555555555555,0.16666666666666666,0.0,2.84375,1.296875,0.33739837398373984,20.8984375,True,0.9927157065249654,AIS_SUPPORTED_VESSEL,AIS match,False
6608,S10_20250621,S10_20250621,103.54503625389856,1.2250120018642991,NON_AIS_LIKELY_VESSEL,False,False,NONE,False,1.0,5748.430508359275,191.85868836118743,116.96100617124604,10345.290930629855,1.640364550902388,0.6837058067321777,7.828125,-6.0,-18.296875,-23.71875,26.125,17.71875,26.125,13.828125,4954,1,0.05555555555555555,0.05555555555555555,0.0,2.90625,0.6015625,0.154,23.21875,True,0.9877740831810745,NON_AIS_SUPPORTED_VESSEL,vessel score >= calibrated threshold (0.40),False
6609,S10_20250621,S10_20250621,103.81012226562464,1.2251809196636154,AIS_MATCHED_VESSEL,True,True,MODERATE,False,1.0,1830.508956567911,217.43778194739025,91.93328823401131,14293.058236296694,2.365169201757625,0.5959621071815491,11.59375,2.7421875,-16.09375,-22.921875,27.6875,25.6640625,27.6875,8.8515625,4955,1,0.05555555555555555,0.1111111111111111,0.0,8.14453125,1.078125,0.1178983340452798,19.54296875,True,0.992609589364885,AIS_SUPPORTED_VESSEL,AIS match,False
6610,S10_20250621,S10_20250621,103.8713550347948,1.2254178507928375,NON_AIS_LIKELY_VESSEL,False,False,NONE,False,1.0,909.64303653124,162.17369058613053,118.5656278419899,11757.012979914853,1.3677968357090493,0.7841879725456238,9.96875,-2.87890625,-19.3125,-26.859375,29.28125,23.98046875,29.28125,12.84765625,4956,1,0.05555555555555555,0.05555555555555555,0.0,2.75,0.3046875,0.08125,26.53125,True,0.9925623040981257,NON_AIS_SUPPORTED_VESSEL,vessel score >= calibrated threshold (0.40),False
6611,S10_20250621,S10_20250621,103.70979945484696,1.2254291872434508,AIS_MATCHED_VESSEL,True,True,MODERATE,False,1.0,1989.5511888069595,187.3030699429887,90.15954577306684,10342.16926843983,2.077462439911064,0.5389759540557861,4.64453125,-1.9951171875,-18.453125,-25.6875,23.09765625,23.6923828125,23.6923828125,6.6396484375,4957,1,0.05555555555555555,0.1111111111111111,0.0,3.3046875,0.8828125,0.20508166969147004,20.3876953125,True,0.985710148211686,AIS_SUPPORTED_VESSEL,AIS match,False
6612,S10_20250621,S10_20250621,103.7143163413979,1.2254414674766787,UNCERTAIN,False,True,LOW,False,1.0,1626.872230824175,101.33845235268284,70.06003285805393,5373.853075128159,1.4464516817741289,0.3020012378692627,2.701171875,-4.9921875,-19.515625,-26.28125,22.216796875,21.2890625,22.216796875,7.693359375,4958,1,0.05555555555555555,0.16666666666666666,0.0,3.796875,1.28125,0.2671009771986971,18.419921875,True,0.9731740993267838,NON_AIS_SUPPORTED_VESSEL,vessel score >= calibrated threshold (0.40),False
6613,S10_20250621,S10_20250621,103.62442895017924,1.225797953695692,UNCERTAIN,False,True,LOW,False,1.0,9376.066506577868,109.56325942374052,95.51363021231474,8315.349037580698,1.147095542072846,0.6512739658355713,9.953125,-5.51953125,-18.015625,-23.453125,27.96875,17.93359375,27.96875,15.47265625,4400,6,0.3333333333333333,0.3888888888888889,13.397062701033539,4.4609375,2.359375,0.43204577968526464,23.5078125,True,0.9966801452417129,NON_AIS_SUPPORTED_VESSEL,vessel score >= calibrated threshold (0.40),False
6614,S10_20250621,S10_20250621,103.6792779075714,1.2261631909339925,AIS_MATCHED_VESSEL,True,True,MODERATE,False,1.0,4866.136113022199,363.8702692549716,192.58032174520596,32750.994090454133,1.889446782295812,0.7272748351097107,11.90625,2.4765625,-11.0546875,-17.078125,22.9609375,19.5546875,22.9609375,9.4296875,1640,8,0.4444444444444444,1.0,8.831176600515372,18.0517578125,0.9677734375,0.05079706801988826,4.9091796875,False,0.9603765002740164,AIS_SUPPORTED_VESSEL,AIS match,False
6615,S10_20250621,S10_20250621,103.712387046964,1.2272512902275463,AIS_MATCHED_VESSEL,True,True,MODERATE,False,1.0,1919.7954800584996,136.9626022319792,105.58162078666668,9429.599390384072,1.2972201147462914,0.5872076153755188,3.23046875,-1.1337890625,-17.5,-25.6875,20.73046875,24.5537109375,24.5537109375,4.3642578125,4959,1,0.05555555555555555,0.16666666666666666,0.0,7.0234375,2.1171875,0.2638753651411879,17.5302734375,True,0.9887798347825061,AIS_SUPPORTED_VESSEL,AIS match,False
6616,S10_20250621,S10_20250621,103.80579056181608,1.2275903108419088,AIS_MATCHED_VESSEL,True,True,MODERATE,False,1.0,1716.9808548945405,257.5406835195138,94.19420982566614,16725.95751410304,2.734145591286003,0.5928811430931091,8.125,2.1640625,-15.09375,-21.734375,23.21875,23.8984375,23.8984375,5.9609375,4960,1,0.05555555555555555,0.05555555555555555,0.0,2.7109375,0.671875,0.18105263157894738,21.1875,True,0.9854689144836067,AIS_SUPPORTED_VESSEL,AIS match,False
6617,S10_20250621,S10_20250621,103.67288999009462,1.227929203049079,AIS_MATCHED_VESSEL,True,True,MODERATE,False,1.0,5067.2395934604165,427.8080362885674,110.56084390575488,28188.29014158145,3.869435336919487,0.5809671878814697,7.14453125,-4.34375,-15.8828125,-22.78125,23.02734375,18.4375,23.02734375,11.48828125,410,6,0.3333333333333333,1.0,26.043682932858744,19.64208984375,1.2763671875,0.06183323477232407,3.38525390625,True,0.971763485814695,AIS_SUPPORTED_VESSEL,AIS match,False
6618,S10_20250621,S10_20250621,103.71488870385596,1.228799088451657,AIS_MATCHED_VESSEL,True,True,MODERATE,False,1.0,1864.263557092215,172.32521460104311,80.05830786276186,9530.968754477444,2.152496339248734,0.6286602020263672,8.1484375,-0.35546875,-17.390625,-25.125,25.5390625,24.76953125,25.5390625,8.50390625,4961,2,0.1111111111111111,0.2222222222222222,10.534880134034676,3.125,1.3046875,0.3162878787878788,22.4140625,True,0.9948226784788234,AIS_SUPPORTED_VESSEL,AIS match,False
6619,S10_20250621,S10_20250621,103.81126356290414,1.2294640744516816,AIS_MATCHED_VESSEL,True,True,HIGH,False,1.0,2256.401836073156,245.74868304939267,113.19269092292784,17536.830943242032,2.171064942847956,0.6967584490776062,8.0703125,0.227783203125,-15.671875,-23.8125,23.7421875,24.040283203125,24.040283203125,7.842529296875,4962,1,0.05555555555555555,0.05555555555555555,0.0,2.3671875,0.5703125,0.16937354988399073,21.673095703125,True,0.9907066087512076,AIS_SUPPORTED_VESSEL,AIS match,False
6620,S10_20250621,S10_20250621,103.5518442627895,1.230280485457457,UNCERTAIN,False,False,NONE,False,1.0,5721.39642456194,428.1192531101547,150.79109759257662,33266.94463787162,2.839154697758701,0.8310425281524658,3.791015625,-1.4560546875,-14.328125,-20.34375,18.119140625,18.8876953125,18.8876953125,5.2470703125,4963,1,0.05555555555555555,0.05555555555555555,0.0,2.5,0.7578125,0.21651785714285715,16.3876953125,True,0.984826175439896,NON_AIS_SUPPORTED_VESSEL,vessel score >= calibrated threshold (0.40),False
6621,S10_20250621,S10_20250621,103.78362380643296,1.230358450644092,AIS_MATCHED_VESSEL,True,True,MODERATE,False,1.0,762.0778321100647,177.81883711376008,159.65086836376008,11353.551751365849,1.113798120462488,0.2520886063575744,14.1171875,1.7578125,-17.359375,-24.5625,31.4765625,26.3203125,31.4765625,12.359375,4964,1,0.05555555555555555,0.05555555555555555,0.0,3.140625,0.34765625,0.08396226415094339,28.3359375,True,0.9887275167021253,AIS_SUPPORTED_VESSEL,AIS match,False
6622,S10_20250621,S10_20250621,103.81776453509366,1.23036096836171,AIS_MATCHED_VESSEL,True,True,MODERATE,False,1.0,1729.7894723620016,196.30438272288507,110.86172525218194,15205.267924560258,1.7707137632608825,0.8120990991592407,12.140625,-2.306640625,-16.0,-24.8125,28.140625,22.505859375,28.140625,14.447265625,4965,1,0.05555555555555555,0.05555555555555555,0.0,2.7265625,1.3203125,0.35429769392033544,25.4140625,True,0.9977010701746631,AIS_SUPPORTED_VESSEL,AIS match,False
6623,S10_20250621,S10_20250621,103.98972560623444,1.2304504786752384,UNCERTAIN,False,False,NONE,False,1.0,5379.987109210063,121.54935500564008,70.0516285652104,5370.155391137279,1.7351396033925313,0.3799895346164703,-11.390625,-25.0,-20.609375,-28.65625,9.21875,3.65625,9.21875,13.609375,4966,1,0.05555555555555555,0.0,0.0,6.0234375,1.390625,0.19799777530589543,3.1953125,True,0.7285634386448095,NON_AIS_SUPPORTED_VESSEL,vessel score >= calibrated threshold (0.40),False
6624,S10_20250621,S10_20250621,103.79514029445308,1.2307108970100438,AIS_MATCHED_VESSEL,True,True,HIGH,False,1.0,958.348763579482,328.93085398382306,117.72132792181137,19361.692578648686,2.794148348396934,0.7705522775650024,12.0078125,5.6875,-14.6015625,-22.125,26.609375,27.8125,27.8125,6.3203125,4967,1,0.05555555555555555,0.1111111111111111,0.0,3.4765625,0.85546875,0.19109947643979058,24.3359375,True,0.9955582455246812,AIS_SUPPORTED_VESSEL,AIS match,False
6625,S10_20250621,S10_20250621,103.83788338355164,1.2309787589845784,AIS_MATCHED_VESSEL,True,True,MODERATE,False,1.0,416.5129476363498,689.522280605212,164.67553988255582,58488.73837247252,4.187156642066995,0.7718116044998169,-8.4375,-14.7421875,-16.28125,-23.34375,7.84375,8.6015625,8.6015625,6.3046875,416,4,0.2222222222222222,0.2777777777777778,12.238374362530354,9.3125,0.7734375,0.075,-0.7109375,False,0.7159965239042587,AIS_SUPPORTED_VESSEL,AIS match,False
6626,S10_20250621,S10_20250621,103.51728797065662,1.2311169814251262,UNCERTAIN,False,False,NONE,False,1.0,4155.492885173999,70.93296000289351,70.06977030562788,3854.432746382877,1.0123190028096367,0.6345083713531494,3.9921875,-6.6484375,-20.21875,-24.96875,24.2109375,18.3203125,24.2109375,10.640625,4968,1,0.05555555555555555,0.05555555555555555,0.0,3.15234375,0.84375,0.20319849482596425,21.05859375,True,0.9817750328764663,NON_AIS_SUPPORTED_VESSEL,vessel score >= calibrated threshold (0.40),False
6627,S10_20250621,S10_20250621,103.77026308451634,1.2312099350124956,AIS_MATCHED_VESSEL,True,True,HIGH,False,0.6375,183.05598006241772,2231.505134779066,1605.9134599743784,1636752.0205322204,1.3895550354342685,0.3150650858879089,4.79296875,-8.1875,-4.69921875,-12.28125,9.4921875,4.09375,9.4921875,12.98046875,1063,2,0.1111111111111111,0.3333333333333333,15.59103706970284,9.06396484375,1.25927734375,0.1251273591771384,0.42822265625,False,0.2553572437667538,AIS_SUPPORTED_VESSEL,AIS match,False
6628,S10_20250621,S10_20250621,103.84716094461837,1.2315232942607792,AIS_MATCHED_VESSEL,True,True,HIGH,False,1.0,220.58586746443203,407.8284598434528,205.0131674850544,45209.35939479232,1.989279346523846,0.4530068635940552,-9.71875,-15.3203125,-13.875,-21.71875,4.15625,6.3984375,6.3984375,5.6015625,419,13,0.7222222222222222,0.0,9.831635652355905,4.7265625,1.203125,0.2100954979536153,1.671875,False,0.3575016621492738,AIS_SUPPORTED_VESSEL,AIS match,False
6629,S10_20250621,S10_20250621,103.7994974681207,1.2315761625873147,AIS_MATCHED_VESSEL,True,True,HIGH,False,1.0,1380.176283740843,220.6212964339215,94.42738774251524,13583.547904959189,2.336412154443073,0.7002328634262085,6.52734375,0.491455078125,-16.390625,-24.0625,22.91796875,24.553955078125,24.553955078125,6.035888671875,4969,1,0.05555555555555555,0.05555555555555555,0.0,3.2578125,0.83984375,0.19724770642201836,21.296142578125,True,0.9896967879580624,AIS_SUPPORTED_VESSEL,AIS match,False
6630,S10_20250621,S10_20250621,104.0348513301764,1.231682704135091,NON_AIS_LIKELY_VESSEL,False,True,LOW,False,1.0,4500.817288265015,127.06216661370011,83.90509263909075,6585.912635941115,1.5143558348745905,0.7077176570892334,9.1640625,-0.67919921875,-19.234375,-28.234375,28.3984375,27.55517578125,28.3984375,9.84326171875,4970,1,0.05555555555555555,0.05555555555555555,0.0,3.265625,1.078125,0.25274725274725274,25.1328125,True,0.9981987626486006,NON_AIS_SUPPORTED_VESSEL,vessel score >= calibrated threshold (0.40),False
6631,S10_20250621,S10_20250621,103.899604840134,1.233367256502304,UNCERTAIN,False,False,NONE,False,1.0,3907.850987953668,141.9171210154148,133.88800724588356,12361.937916666588,1.0599688794739166,0.7975990176200867,9.90625,-4.39453125,-18.484375,-27.90625,28.390625,23.51171875,28.390625,14.30078125,4971,1,0.05555555555555555,0.05555555555555555,0.0,3.453125,0.9453125,0.21228070175438596,24.9375,True,0.9972896462470779,NON_AIS_SUPPORTED_VESSEL,vessel score >= calibrated threshold (0.40),False
6632,S10_20250621,S10_20250621,103.80670467165795,1.233404965244626,AIS_MATCHED_VESSEL,True,True,MODERATE,False,1.0,2167.253830794157,253.4008074824397,120.04752073927564,20679.307949785874,2.1108374910364573,0.742301881313324,7.74609375,1.2314453125,-14.515625,-22.71875,22.26171875,23.9501953125,23.9501953125,6.5146484375,4972,1,0.05555555555555555,0.1111111111111111,0.0,2.640625,0.6328125,0.17381974248927037,21.3095703125,True,0.9891303075814846,AIS_SUPPORTED_VESSEL,AIS match,False
6633,S10_20250621,S10_20250621,103.6705121151086,1.2338208852400088,AIS_MATCHED_VESSEL,True,True,MODERATE,False,1.0,4725.170914700033,194.05766907416543,73.13259735785682,10139.670544906525,2.653504402757512,0.7361328601837158,9.53125,2.017578125,-5.94140625,-14.0390625,15.47265625,16.056640625,16.056640625,7.513671875,4416,3,0.16666666666666666,1.0,9.129983541729464,15.9312744140625,1.755126953125,0.10366183372866815,0.1253662109375,True,0.9260574638180197,AIS_SUPPORTED_VESSEL,AIS match,False
6634,S10_20250621,S10_20250621,103.81249853711488,1.2338842888890316,UNCERTAIN,False,True,LOW,False,1.0,2333.55024558981,235.61663614528368,158.779798376729,24328.49043363169,1.4839207415180595,0.823788583278656,14.3515625,4.6640625,-12.015625,-21.03125,26.3671875,25.6953125,26.3671875,9.6875,4973,1,0.05555555555555555,0.1111111111111111,0.0,3.171875,0.8203125,0.19662921348314608,23.1953125,True,0.9962031227330843,NON_AIS_SUPPORTED_VESSEL,vessel score >= calibrated threshold (0.40),False
6635,S10_20250621,S10_20250621,103.745568620541,1.234386193068467,UNCERTAIN,False,True,LOW,False,1.0,268.4774072822108,137.17770366858045,96.3962018985609,6792.4396486175765,1.4230612925282524,0.3518663346767425,5.33984375,-6.10546875,-2.564453125,-11.6328125,7.904296875,5.52734375,7.904296875,11.4453125,429,13,0.7222222222222222,0.0,38.09749144402942,6.9423828125,0.9033203125,0.1137341694331735,0.9619140625,True,0.4337986345764832,NON_AIS_SUPPORTED_VESSEL,vessel score >= calibrated threshold (0.40),True
6636,S10_20250621,S10_20250621,104.0941605293478,1.2346032296210718,NON_AIS_LIKELY_VESSEL,False,False,NONE,False,1.0,2865.029757331304,122.77863139610972,91.37811870079724,7578.491948518331,1.3436327333256703,0.7752726078033447,5.38671875,-10.4765625,-21.25,-28.609375,26.63671875,18.1328125,26.63671875,15.86328125,4974,1,0.05555555555555555,0.05555555555555555,0.0,3.671875,0.359375,0.07692307692307693,22.96484375,True,0.9854936177609417,NON_AIS_SUPPORTED_VESSEL,vessel score >= calibrated threshold (0.40),False
6637,S10_20250621,S10_20250621,103.78983027312512,1.2346507464339318,AIS_MATCHED_VESSEL,True,True,MODERATE,False,1.0,1125.070182194806,354.79143175966567,120.04819140322034,25342.59268993639,2.9554083873532497,0.7246069312095642,19.84375,7.546875,-8.9765625,-20.390625,28.8203125,27.9375,28.8203125,12.296875,4975,1,0.05555555555555555,0.1111111111111111,0.0,2.3984375,0.6875,0.20229885057471264,26.421875,True,0.9979657249986682,AIS_SUPPORTED_VESSEL,AIS match,False
6638,S10_20250621,S10_20250621,103.82134794667849,1.23553776023789,AIS_MATCHED_VESSEL,True,True,MODERATE,False,1.0,1618.3850599913324,167.49622421535398,109.7333152798071,10947.743791455823,1.5263935459186504,0.3242008090019226,0.30517578125,-9.828125,-18.78125,-26.234375,19.08642578125,16.40625,19.08642578125,10.13330078125,4976,1,0.05555555555555555,0.1111111111111111,0.0,2.828125,0.7734375,0.20204081632653062,16.25830078125,True,0.9329357404909799,AIS_SUPPORTED_VESSEL,AIS match,False
6639,S10_20250621,S10_20250621,103.57475568161426,1.235574916210804,UNCERTAIN,False,True,LOW,False,1.0,7301.296641704938,366.3736889086069,267.01068231681006,40162.86181704127,1.3721312036269095,0.8456821441650391,9.0625,-5.25,-12.953125,-21.671875,22.015625,16.421875,22.015625,14.3125,4977,1,0.05555555555555555,0.1111111111111111,0.0,3.1875,0.59375,0.1417910447761194,18.828125,False,0.9898049580286276,NON_AIS_SUPPORTED_VESSEL,vessel score >= calibrated threshold (0.40),False
6640,S10_20250621,S10_20250621,103.56706238018518,1.2359533546109225,AIS_MATCHED_VESSEL,True,True,MODERATE,False,1.0,6561.522038152331,405.4593239671767,229.62906273670797,44828.54073439265,1.7657143182789332,0.8416349291801453,6.73046875,-5.17578125,-9.7734375,-17.796875,16.50390625,12.62109375,16.50390625,11.90625,4978,1,0.05555555555555555,0.05555555555555555,0.0,2.99609375,0.6796875,0.17008797653958943,13.5078125,False,0.9720115025812744,AIS_SUPPORTED_VESSEL,AIS match,False
6641,S10_20250621,S10_20250621,103.80127994570496,1.2360790530321557,AIS_MATCHED_VESSEL,True,True,HIGH,False,1.0,1858.1128836269852,220.17111680228456,97.98226639945251,14090.35502631928,2.247050664297705,0.6928755044937134,6.42578125,-1.232421875,-17.015625,-24.8125,23.44140625,23.580078125,23.580078125,7.658203125,4979,1,0.05555555555555555,0.16666666666666666,0.0,3.16015625,0.7421875,0.1784037558685446,20.419921875,True,0.9882912489423337,AIS_SUPPORTED_VESSEL,AIS match,False
6642,S10_20250621,S10_20250621,103.81641282154573,1.2362314710526965,AIS_MATCHED_VESSEL,True,True,MODERATE,False,1.0,1854.048979300081,252.5322059020219,125.67084725944378,17739.458552535376,2.009473250233418,0.7452441453933716,3.681640625,-4.125,-16.796875,-23.8125,20.478515625,19.6875,20.478515625,7.806640625,4980,1,0.05555555555555555,0.05555555555555555,0.0,2.67578125,0.80859375,0.2199787460148778,17.802734375,True,0.9812019494264898,AIS_SUPPORTED_VESSEL,AIS match,False
6643,S10_20250621,S10_20250621,103.9377867079214,1.2368594853379846,UNCERTAIN,False,True,LOW,False,1.0,8172.114602359637,256.4326732544219,185.54165152590625,21987.452432661503,1.3820760521721318,0.8278061151504517,7.95703125,-1.2802734375,-14.78125,-22.859375,22.73828125,21.5791015625,22.73828125,9.2373046875,4981,1,0.05555555555555555,0.05555555555555555,0.0,3.375,0.8515625,0.19464285714285715,19.36328125,False,0.9953532936187743,NON_AIS_SUPPORTED_VESSEL,vessel score >= calibrated threshold (0.40),False
6644,S10_20250621,S10_20250621,103.80550864904336,1.237673833379496,AIS_MATCHED_VESSEL,True,True,HIGH,False,1.0,2323.6522742268394,295.4534774067954,163.61930992632665,19969.71009692892,1.8057372173237385,0.5277396440505981,4.00390625,-0.367919921875,-16.09375,-24.0625,20.09765625,23.694580078125,23.694580078125,4.371826171875,4982,1,0.05555555555555555,0.16666666666666666,0.0,3.546875,1.296875,0.2852233676975945,20.147705078125,True,0.986499203895438,AIS_SUPPORTED_VESSEL,AIS match,False
6645,S10_20250621,S10_20250621,103.69077219884493,1.237693533809325,AIS_MATCHED_VESSEL,True,True,HIGH,False,1.0,3198.3602657042006,123.01885264572564,68.12621730026666,5982.299077678064,1.8057490569822687,0.2618152797222137,5.54296875,0.1646728515625,-14.4921875,-21.796875,20.03515625,21.9615478515625,21.9615478515625,5.3782958984375,4983,1,0.05555555555555555,0.8333333333333334,0.0,21.51104736328125,8.09130859375,0.3594372337800722,0.45050048828125,True,0.9825368392066853,AIS_SUPPORTED_VESSEL,AIS match,False
6646,S10_20250621,S10_20250621,103.73945619129184,1.2382423735212238,AIS_MATCHED_VESSEL,True,True,HIGH,False,0.64375,292.3278095742863,1008.6622708001416,313.5171291985791,111315.27369690832,3.217247725438515,0.4652771353721618,0.0230712890625,-14.7109375,-10.109375,-21.953125,10.1324462890625,7.2421875,10.1324462890625,14.7340087890625,3907,2,0.1111111111111111,0.5555555555555556,13.506809184669049,11.29864501953125,4.19268798828125,0.34090649674195167,-1.16619873046875,False,0.6730737907774413,AIS_SUPPORTED_VESSEL,AIS match,False
6647,S10_20250621,S10_20250621,103.7419720922085,1.2386605946162823,AIS_MATCHED_VESSEL,True,True,HIGH,False,0.53125,12.341406370442392,693.1177656241935,279.7342512198966,77859.70037776025,2.47777225206269,0.6943050026893616,10.3203125,-7.62890625,-7.2890625,-20.40625,17.609375,12.77734375,17.609375,17.94921875,4984,3,0.16666666666666666,0.3888888888888889,24.267201804545724,9.220703125,2.20361328125,0.21560290464360787,8.388671875,False,0.8044770967852483,AIS_SUPPORTED_VESSEL,AIS match,False
6648,S10_20250621,S10_20250621,104.0048925707467,1.2388063865598031,UNCERTAIN,False,False,NONE,False,1.0,5623.078722603081,131.6835820588833,50.0565068635708,4863.518036303785,2.6306985906505105,0.4137552976608276,-11.3203125,-26.4375,-19.671875,-28.640625,8.3515625,2.203125,8.3515625,15.1171875,4985,1,0.05555555555555555,0.1111111111111111,0.0,6.0625,2.6484375,0.375,2.2890625,True,0.8249334613509058,NON_AIS_SUPPORTED_VESSEL,vessel score >= calibrated threshold (0.40),False
